DT_COMPTC,CAPTC_DIA,RESG_DIA
2012-05-08,110.979,79.655
2012-05-09,329.397,135.647
2012-05-10,296.356,71.648
2012-05-11,249.837,86.498
2012-05-14,617.909,200.024
2012-05-15,346.976,192.182
2012-05-16,340.651,65.533
2012-05-17,327.23,139.048
2012-05-18,518.011,333.47
2012-05-21,169.869,533.698
2012-05-22,131.022,66.953
2012-05-23,362.012,76.873
2012-05-24,241.127,357.899
2012-05-25,174.543,182.483
2012-05-28,181.901,153.98
2012-05-29,337.444,264.856
2012-05-30,108.727,74.597
2012-05-31,240.357,154.599
2012-06-01,314.346,271.433
2012-06-04,91.967,173.46
2012-06-05,142.464,112.29
2012-06-06,125.217,145.849
2012-06-08,127.319,90.87
2012-06-11,66.108,80.942
2012-06-12,106.143,124.585
2012-06-13,934.608,404.959
2012-06-14,196.837,1152.842
2012-06-15,238.96,154.221
2012-06-18,137.113,119.904
2012-06-19,216.506,217.15
2012-06-20,125.681,304.304
2012-06-21,292.312,86.986
2012-06-22,48.074,97.908
2012-06-25,320.844,114.965
2012-06-26,81.479,98.188
2012-06-27,85.682,88.43
2012-06-28,158.942,138.26
2012-06-29,447.735,119.951
2012-07-02,228.911,104.066
2012-07-03,105.919,175.805
2012-07-04,100.393,139.255
2012-07-05,116.249,97.576
2012-07-06,155.518,1009.644
2012-07-09,51.94,38.921
2012-07-10,125.199,388.85
2012-07-11,152.262,67.696
2012-07-12,124.957,46.529
2012-07-13,117.268,81.929
2012-07-16,105.572,71.156
2012-07-17,95.675,90.771
2012-07-18,80.831,87.696
2012-07-19,94.44,97.092
2012-07-20,113.429,303.171
2012-07-23,112.672,102.964
2012-07-24,167.904,101.541
2012-07-25,185.197,69.119
2012-07-26,228.018,145.779
2012-07-27,73.273,358.996
2012-07-30,174.227,132.186
2012-07-31,141.083,240.814
2012-08-01,197.134,103.267
2012-08-02,123.234,73.822
2012-08-03,54.917,141.505
2012-08-06,111.71,118.375
2012-08-07,89.668,161.752
2012-08-08,214.707,190.666
2012-08-09,128.823,120.308
2012-08-10,124.353,166.608
2012-08-13,217.893,143.286
2012-08-14,150.664,97.718
2012-08-15,134.025,89.89
2012-08-16,236.985,136.998
2012-08-17,271.806,225.682
2012-08-20,117.308,129.95
2012-08-21,125.789,145.862
2012-08-22,168.146,137.956
2012-08-23,206.625,98.018
2012-08-24,166.071,70.417
2012-08-27,124.462,177.205
2012-08-28,240.099,104.968
2012-08-29,199.26,910.534
2012-08-30,220.728,113.574
2012-08-31,190.135,69.034
2012-09-03,154.281,82.296
2012-09-04,177.467,223.475
2012-09-05,153.734,87.737
2012-09-06,154.735,85.285
2012-09-10,140.576,106.17
2012-09-11,100.025,137.641
2012-09-12,97.685,139.053
2012-09-13,107.115,182.845
2012-09-14,126.085,122.944
2012-09-17,303.997,198.407
2012-09-18,138.534,244.376
2012-09-19,125.136,125.083
2012-09-20,282.369,211.69
2012-09-21,209.236,71.67
2012-09-24,60.534,224.43
2012-09-25,247.016,90.57
2012-09-26,246.363,105.341
2012-09-27,262.076,160.882
2012-09-28,218.06,101.732
2012-10-01,157.991,103.859
2012-10-02,162.472,158.34
2012-10-03,133.933,81.281
2012-10-04,111.967,130.134
2012-10-05,159.148,155.312
2012-10-08,236.177,82.452
2012-10-09,170.36,152.896
2012-10-10,96.243,82.207
2012-10-11,186.587,62.483
2012-10-15,100.861,111.082
2012-10-16,140.899,115.994
2012-10-17,100.772,208.535
2012-10-18,382.562,135.528
2012-10-19,169.371,132.164
2012-10-22,130.239,306.368
2012-10-23,291.404,158.498
2012-10-24,252.036,141.187
2012-10-25,206.871,188.784
2012-10-26,623.303,82.427
2012-10-29,209.53,101.974
2012-10-30,112.578,199.493
2012-10-31,330.861,83.109
2012-11-01,469.451,167.441
2012-11-05,423.875,167.733
2012-11-06,159.432,151.443
2012-11-07,248.762,144.816
2012-11-08,189.326,445.257
2012-11-09,200.294,112.644
2012-11-12,196.398,71.429
2012-11-13,382.855,251.253
2012-11-14,221.34,61.683
2012-11-16,228.318,116.89
2012-11-19,98.069,82.04
2012-11-20,150.667,367.973
2012-11-21,119.2,44.034
2012-11-22,117.153,92.913
2012-11-23,5666.407,5560.652
2012-11-26,156.479,141.283
2012-11-27,125.414,124.249
2012-11-28,107.814,68.927
2012-11-29,149.632,88.723
2012-11-30,154.642,121.274
2012-12-03,124.158,96.046
2012-12-04,156.401,234.312
2012-12-05,186.985,93.287
2012-12-06,366.139,164.479
2012-12-07,167.102,103.41
2012-12-10,158.151,146.633
2012-12-11,237.877,148.09
2012-12-12,247.073,89.317
2012-12-13,324.98,196.404
2012-12-14,182.238,115.246
2012-12-17,1000.65,265.635
2012-12-18,237.533,183.567
2012-12-19,219.754,180.086
2012-12-20,222.395,173.454
2012-12-21,219.268,173.905
2012-12-24,72.822,59.075
2012-12-26,166.174,348.252
2012-12-27,465.66,224.327
2012-12-28,349.637,164.504
2012-12-31,101.068,103.303
2013-01-02,147.163,274.399
2013-01-03,315.067,224.772
2013-01-04,321.634,138.004
2013-01-07,262.122,165.601
2013-01-08,219.709,77.277
2013-01-09,172.386,65.856
2013-01-10,294.933,225.75
2013-01-11,744.523,370.09
2013-01-14,160.843,229.164
2013-01-15,158.569,196.366
2013-01-16,300.327,87.881
2013-01-17,239.795,111.107
2013-01-18,253.799,150.913
2013-01-21,764.139,120.849
2013-01-22,191.067,141.947
2013-01-23,254.669,88.487
2013-01-24,348.076,81.011
2013-01-25,96.767,33.941
2013-01-28,245.074,129.834
2013-01-29,210.95,134.369
2013-01-30,234.429,81.516
2013-01-31,419.143,122.878
2013-02-01,284.518,88.721
2013-02-04,204.34,184.443
2013-02-05,235.866,114.875
2013-02-06,150.987,94.238
2013-02-07,213.796,144.703
2013-02-08,208.056,79.407
2013-02-13,160.275,86.716
2013-02-14,136.767,41.327
2013-02-15,238.877,66.554
2013-02-18,212.75,137.659
2013-02-19,409.838,239.135
2013-02-20,205.335,88.042
2013-02-21,369.878,87.522
2013-02-22,291.799,398.307
2013-02-25,180.915,153.855
2013-02-26,272.175,182.488
2013-02-27,187.111,96.596
2013-02-28,299.098,164.36
2013-03-01,530.84,89.621
2013-03-04,202.291,125.902
2013-03-05,214.75,106.232
2013-03-06,203.119,158.294
2013-03-07,217.758,112.983
2013-03-08,469.909,162.169
2013-03-11,202.251,98.413
2013-03-12,241.702,181.909
2013-03-13,271.658,156.29
2013-03-14,185.231,110.08
2013-03-15,1294.687,98.739
2013-03-18,246.418,148.083
2013-03-19,142.984,87.432
2013-03-20,147.884,101.482
2013-03-21,193.906,73.648
2013-03-22,410.229,127.861
2013-03-25,187.379,120.571
2013-03-26,121.467,83.717
2013-03-27,99.411,160.799
2013-03-28,203.05,188.57
2013-04-01,240.44,172.979
2013-04-02,204.237,138.079
2013-04-03,177.315,140.197
2013-04-04,242.119,181.766
2013-04-05,253.566,73.432
2013-04-08,219.628,173.232
2013-04-09,165.971,94.87
2013-04-10,169.907,156.831
2013-04-11,192.171,193.257
2013-04-12,774.005,88.697
2013-04-15,172.967,112.071
2013-04-16,272.844,116.281
2013-04-17,166.727,82.87
2013-04-18,170.437,149.867
2013-04-19,287.291,218.536
2013-04-22,186.806,109.807
2013-04-23,196.98,338.273
2013-04-24,137.929,255.098
2013-04-25,544.052,483.208
2013-04-26,705.43,144.708
2013-04-29,260.832,156.898
2013-04-30,104.354,137.307
2013-05-02,203.591,137.069
2013-05-03,539.877,137.209
2013-05-06,120.464,136.216
2013-05-07,119.252,178.882
2013-05-08,189.453,197.817
2013-05-09,123.386,109.47
2013-05-10,249.542,143.884
2013-05-13,150.393,118.634
2013-05-14,225.735,95.503
2013-05-15,165.23,132.741
2013-05-16,358.576,165.16
2013-05-17,240.241,171.206
2013-05-20,244.813,402.912
2013-05-21,141.063,145.19
2013-05-22,209.692,141.236
2013-05-23,186.557,214.355
2013-05-24,121.958,117.639
2013-05-27,156.982,193.665
2013-05-28,158.218,242.588
2013-05-29,278.133,145.387
2013-05-31,287.376,152.303
2013-06-03,202.864,189.387
2013-06-04,175.371,120.561
2013-06-05,252.135,198.865
2013-06-06,127.135,120.445
2013-06-07,280.556,228.68
2013-06-10,451.891,248.6
2013-06-11,305.017,138.739
2013-06-12,244.734,107.604
2013-06-13,269.032,224.952
2013-06-14,281.525,88.583
2013-06-17,194.871,348.796
2013-06-18,84.43,108.273
2013-06-19,72.225,169.526
2013-06-20,175.74,82.188
2013-06-21,183.862,146.231
2013-06-24,210.57,110.108
2013-06-25,103.304,146.985
2013-06-26,140.315,323.496
2013-06-27,187.385,85.797
2013-06-28,345.154,199.0
2013-07-01,143.7,123.965
2013-07-02,213.216,114.876
2013-07-03,209.03,126.946
2013-07-04,184.061,148.24
2013-07-05,128.161,181.837
2013-07-08,89.664,108.116
2013-07-09,30.779,35.794
2013-07-10,240.318,113.905
2013-07-11,203.536,148.752
2013-07-12,158.883,2350.974
2013-07-15,73.505,165.642
2013-07-16,114.574,129.279
2013-07-17,67.618,117.688
2013-07-18,153.052,57.654
2013-07-19,80.687,101.588
2013-07-22,86.694,115.418
2013-07-23,106.862,170.604
2013-07-24,143.795,165.56
2013-07-25,75.667,114.27
2013-07-26,310.841,111.127
2013-07-29,66.084,161.801
2013-07-30,108.371,153.749
2013-07-31,383.928,277.656
2013-08-01,92.439,110.681
2013-08-02,165.71,175.083
2013-08-05,256.516,120.895
2013-08-06,77.596,139.999
2013-08-07,70.923,213.54
2013-08-08,95.968,90.483
2013-08-09,217.469,249.906
2013-08-12,70.986,229.365
2013-08-13,73.291,193.321
2013-08-14,58.812,182.488
2013-08-15,151.095,159.31
2013-08-16,216.524,303.935
2013-08-19,81.988,209.268
2013-08-20,134.47,843.972
2013-08-21,236.115,170.14
2013-08-22,79.622,120.499
2013-08-23,113.888,207.335
2013-08-26,96.295,187.679
2013-08-27,156.321,166.522
2013-08-28,187.006,216.268
2013-08-29,84.736,137.668
2013-08-30,233.03,181.447
2013-09-02,125.653,186.285
2013-09-03,97.582,155.834
2013-09-04,75.762,128.222
2013-09-05,96.045,117.673
2013-09-06,154.909,236.455
2013-09-09,131.824,240.704
2013-09-10,82.139,120.981
2013-09-11,145.107,233.052
2013-09-12,162.318,221.122
2013-09-13,70.452,175.674
2013-09-16,74.808,112.595
2013-09-17,58.819,109.62
2013-09-18,93.265,139.102
2013-09-19,80.019,266.39
2013-09-20,143.956,206.677
2013-09-23,88.115,225.395
2013-09-24,92.609,491.602
2013-09-25,129.464,81.028
2013-09-26,181.585,115.239
2013-09-27,112.578,112.295
2013-09-30,327.216,267.077
2013-10-01,63.837,140.861
2013-10-02,140.168,104.181
2013-10-03,73.11,277.589
2013-10-04,67.445,75.226
2013-10-07,64.718,117.397
2013-10-08,71.046,206.769
2013-10-09,103.697,87.459
2013-10-10,120.881,123.338
2013-10-11,82.966,78.545
2013-10-14,110.516,197.287
2013-10-15,84.874,136.767
2013-10-16,65.762,164.196
2013-10-17,146.202,138.322
2013-10-18,127.319,91.606
2013-10-21,77.809,258.05
2013-10-22,78.83,136.299
2013-10-23,168.467,317.753
2013-10-24,69.495,191.639
2013-10-25,179.65,68.648
2013-10-28,140.228,267.435
2013-10-29,143.13,129.299
2013-10-30,109.517,128.873
2013-10-31,131.371,156.907
2013-11-01,95.05,171.254
2013-11-04,86.368,150.471
2013-11-05,134.983,146.197
2013-11-06,183.727,184.999
2013-11-07,76.188,118.653
2013-11-08,99.373,86.011
2013-11-11,150.716,106.099
2013-11-12,132.882,174.405
2013-11-13,62.948,196.318
2013-11-14,81.596,319.855
2013-11-18,120.69,161.219
2013-11-19,120.989,99.455
2013-11-20,53.151,47.592
2013-11-21,69.818,47.33
2013-11-22,115.562,61.127
2013-11-25,174.865,74.817
2013-11-26,163.508,75.305
2013-11-27,113.078,450.322
2013-11-28,105.324,80.717
2013-11-29,106.588,129.697
2013-12-02,83.962,109.837
2013-12-03,93.911,84.36
2013-12-04,75.555,94.607
2013-12-05,108.895,158.282
2013-12-06,107.091,106.73
2013-12-09,50.199,148.4
2013-12-10,87.28,192.527
2013-12-11,1081.534,147.987
2013-12-12,70.729,116.121
2013-12-13,208.665,186.565
2013-12-16,108.316,155.623
2013-12-17,177.559,104.463
2013-12-18,91.385,150.199
2013-12-19,82.296,136.724
2013-12-20,181.657,177.479
2013-12-23,64.896,133.66
2013-12-24,21.897,114.255
2013-12-26,89.159,125.728
2013-12-27,243.618,139.893
2013-12-30,110.528,229.429
2013-12-31,18.56,222.712
2014-01-02,191.581,123.44
2014-01-03,97.721,190.482
2014-01-06,35.021,177.592
2014-01-07,117.067,123.058
2014-01-08,49.728,129.454
2014-01-09,88.527,111.291
2014-01-10,119.24,91.811
2014-01-13,160.4,191.519
2014-01-14,68.463,110.324
2014-01-15,79.58,104.242
2014-01-16,65.829,162.416
2014-01-17,82.123,196.405
2014-01-20,34.701,228.636
2014-01-21,42.529,71.387
2014-01-22,98.336,211.221
2014-01-23,338.855,149.988
2014-01-24,107.93,129.243
2014-01-27,69.02,204.879
2014-01-28,43.785,200.036
2014-01-29,130.675,134.169
2014-01-30,129.844,174.351
2014-01-31,147.836,216.746
2014-02-03,299.611,148.122
2014-02-04,144.974,315.343
2014-02-05,152.962,189.546
2014-02-06,75.724,116.153
2014-02-07,202.561,163.622
2014-02-10,134.209,163.094
2014-02-11,255.384,179.518
2014-02-12,54.045,218.198
2014-02-13,102.065,223.942
2014-02-14,97.9,153.981
2014-02-17,82.669,184.498
2014-02-18,187.765,138.329
2014-02-19,58.053,157.9
2014-02-20,84.993,132.745
2014-02-21,176.017,136.394
2014-02-24,78.493,171.947
2014-02-25,177.245,152.83
2014-02-26,134.941,107.709
2014-02-27,51.634,159.599
2014-02-28,190.993,170.857
2014-03-05,164.338,280.23
2014-03-06,59.602,184.749
2014-03-07,137.938,182.862
2014-03-10,164.597,259.54
2014-03-11,227.192,251.568
2014-03-12,147.615,188.703
2014-03-13,174.099,166.727
2014-03-14,77.358,150.078
2014-03-17,90.312,230.227
2014-03-18,126.273,210.782
2014-03-19,68.35,133.445
2014-03-20,67.982,217.172
2014-03-21,125.043,203.21
2014-03-24,69.647,304.534
2014-03-25,84.007,206.354
2014-03-26,126.725,218.914
2014-03-27,94.863,193.297
2014-03-28,73.828,160.961
2014-03-31,97.361,274.579
2014-04-01,87.312,259.982
2014-04-02,56.061,221.39
2014-04-03,128.575,175.825
2014-04-04,83.126,147.062
2014-04-07,109.462,228.178
2014-04-08,95.084,167.639
2014-04-09,106.906,188.33
2014-04-10,90.935,202.06
2014-04-11,61.097,131.2
2014-04-14,74.3,310.756
2014-04-15,96.929,137.548
2014-04-16,110.424,167.529
2014-04-17,1042.337,1097.896
2014-04-22,162.378,361.894
2014-04-23,107.09,169.343
2014-04-24,1010.382,165.218
2014-04-25,198.052,209.767
2014-04-28,130.595,276.021
2014-04-29,446.826,114.563
2014-04-30,408.668,261.29
2014-05-02,89.191,196.062
2014-05-05,106.446,215.253
2014-05-06,106.378,90.539
2014-05-07,80.015,256.544
2014-05-08,107.377,192.353
2014-05-09,110.751,104.995
2014-05-12,129.081,271.298
2014-05-13,97.863,214.287
2014-05-14,350.877,155.183
2014-05-15,53.139,100.085
2014-05-16,80.582,118.625
2014-05-19,99.516,248.683
2014-05-20,187.253,385.662
2014-05-21,68.536,105.291
2014-05-22,105.895,128.707
2014-05-23,93.658,145.43
2014-05-26,60.144,188.188
2014-05-27,62.911,127.611
2014-05-28,96.644,132.206
2014-05-29,89.492,164.358
2014-05-30,102.457,148.11
2014-06-02,70.696,172.091
2014-06-03,131.565,161.225
2014-06-04,105.605,91.107
2014-06-05,78.946,124.153
2014-06-06,115.174,188.858
2014-06-09,78.581,181.075
2014-06-10,90.708,151.543
2014-06-11,184.86,201.657
2014-06-12,35.1,126.14
2014-06-13,117.438,151.764
2014-06-16,73.175,178.623
2014-06-17,92.728,128.816
2014-06-18,191.532,95.626
2014-06-20,93.92,147.576
2014-06-23,119.255,193.385
2014-06-24,51.845,75.484
2014-06-25,64.737,111.801
2014-06-26,112.053,172.101
2014-06-27,173.559,143.471
2014-06-30,184.383,254.232
2014-07-01,84.377,234.106
2014-07-02,166.422,118.529
2014-07-03,279.3,381.94
2014-07-04,42.925,50.562
2014-07-07,128.69,158.453
2014-07-08,62.904,133.156
2014-07-09,38.805,19.299
2014-07-10,69.85,111.599
2014-07-11,221.882,98.535
2014-07-14,71.88,189.666
2014-07-15,70.164,215.8
2014-07-16,92.187,122.3
2014-07-17,61.613,156.898
2014-07-18,65.556,160.817
2014-07-21,78.417,323.828
2014-07-22,77.514,174.92
2014-07-23,94.184,190.791
2014-07-24,310.529,396.916
2014-07-25,91.259,109.24
2014-07-28,69.604,236.037
2014-07-29,118.384,115.034
2014-07-30,110.13,159.576
2014-07-31,119.414,104.87
2014-08-01,113.101,135.855
2014-08-04,90.796,216.833
2014-08-05,90.135,119.338
2014-08-06,55.483,80.301
2014-08-07,72.127,122.11
2014-08-08,160.355,100.378
2014-08-11,103.089,145.005
2014-08-12,75.947,215.842
2014-08-13,77.545,136.402
2014-08-14,128.555,156.201
2014-08-15,190.008,120.317
2014-08-18,130.496,195.104
2014-08-19,128.137,126.695
2014-08-20,113.524,221.904
2014-08-21,149.576,154.674
2014-08-22,70.21,168.629
2014-08-25,107.518,228.338
2014-08-26,75.765,434.187
2014-08-27,52.52,325.714
2014-08-28,139.381,183.368
2014-08-29,113.341,167.117
2014-09-01,188.084,437.809
2014-09-02,156.017,214.383
2014-09-03,220.103,327.694
2014-09-04,258.467,200.018
2014-09-05,85.901,161.649
2014-09-08,116.709,110.812
2014-09-09,119.481,110.975
2014-09-10,266.196,286.784
2014-09-11,86.942,130.022
2014-09-12,118.592,111.939
2014-09-15,100.218,170.899
2014-09-16,105.647,233.478
2014-09-17,87.749,195.298
2014-09-18,95.33,160.975
2014-09-19,99.689,103.652
2014-09-22,116.041,146.205
2014-09-23,101.669,95.144
2014-09-24,125.197,211.356
2014-09-25,139.614,180.16
2014-09-26,81.775,104.728
2014-09-29,218.333,93.993
2014-09-30,142.54,176.72
2014-10-01,191.189,190.082
2014-10-02,70.439,261.944
2014-10-03,91.078,251.465
2014-10-06,88.554,246.276
2014-10-07,101.344,167.122
2014-10-08,103.482,98.949
2014-10-09,174.954,121.043
2014-10-10,160.281,74.938
2014-10-13,53.327,168.202
2014-10-14,67.121,161.931
2014-10-15,120.762,67.86
2014-10-16,123.339,108.623
2014-10-17,97.913,82.376
2014-10-20,121.789,220.876
2014-10-21,153.671,105.432
2014-10-22,50.572,217.745
2014-10-23,184.335,55.566
2014-10-24,141.067,141.012
2014-10-27,130.119,179.123
2014-10-28,116.358,349.099
2014-10-29,155.125,96.619
2014-10-30,89.723,151.031
2014-10-31,59.051,138.111
2014-11-03,86.214,312.867
2014-11-04,41.993,215.056
2014-11-05,143.013,94.402
2014-11-06,100.555,124.027
2014-11-07,109.672,153.854
2014-11-10,63.902,169.023
2014-11-11,170.281,91.888
2014-11-12,43.085,114.337
2014-11-13,65.152,68.755
2014-11-14,76.737,124.792
2014-11-17,36.927,147.532
2014-11-18,101.255,97.822
2014-11-19,155.547,192.116
2014-11-20,25.905,223.169
2014-11-21,45.469,96.406
2014-11-24,80.911,215.373
2014-11-25,91.781,125.164
2014-11-26,282.671,306.015
2014-11-27,87.926,121.644
2014-11-28,101.332,169.287
2014-12-01,157.305,221.872
2014-12-02,170.425,239.209
2014-12-03,68.602,136.016
2014-12-04,79.43,130.144
2014-12-05,80.963,115.094
2014-12-08,184.394,233.727
2014-12-09,91.613,69.479
2014-12-10,54.961,128.726
2014-12-11,179.441,92.393
2014-12-12,153.613,208.786
2014-12-15,231.08,275.357
2014-12-16,199.858,245.295
2014-12-17,91.239,172.225
2014-12-18,166.693,129.496
2014-12-19,109.546,161.544
2014-12-22,112.27,130.642
2014-12-23,157.133,166.305
2014-12-24,26.932,40.438
2014-12-26,55.74,127.447
2014-12-29,74.535,119.726
2014-12-30,112.662,111.332
2014-12-31,26.711,112.61
2015-01-02,145.345,181.314
2015-01-05,127.655,681.299
2015-01-06,81.181,115.237
2015-01-07,418.489,125.367
2015-01-08,146.159,88.93
2015-01-09,120.967,79.689
2015-01-12,98.789,222.745
2015-01-13,71.455,207.267
2015-01-14,110.866,184.196
2015-01-15,128.683,71.036
2015-01-16,122.654,119.531
2015-01-19,100.65,204.913
2015-01-20,66.872,132.021
2015-01-21,44.54,157.872
2015-01-22,176.638,129.786
2015-01-23,102.578,101.25
2015-01-26,81.414,211.782
2015-01-27,154.212,108.925
2015-01-28,74.753,180.798
2015-01-29,142.708,112.937
2015-01-30,232.517,115.284
2015-02-02,95.981,196.632
2015-02-03,62.397,151.807
2015-02-04,72.488,166.294
2015-02-05,73.147,229.374
2015-02-06,129.089,157.859
2015-02-09,51.482,242.394
2015-02-10,48.63,172.679
2015-02-11,103.949,166.8
2015-02-12,86.284,319.686
2015-02-13,68.792,239.679
2015-02-18,56.295,242.657
2015-02-19,90.659,223.879
2015-02-20,35.036,218.663
2015-02-23,58.497,132.606
2015-02-24,93.053,214.202
2015-02-25,122.266,154.649
2015-02-26,89.402,147.259
2015-02-27,89.83,388.718
2015-03-02,73.323,238.701
2015-03-03,112.385,254.079
2015-03-04,72.165,181.562
2015-03-05,116.212,134.478
2015-03-06,78.351,221.851
2015-03-09,80.899,224.011
2015-03-10,194.375,250.861
2015-03-11,130.426,190.767
2015-03-12,102.195,118.359
2015-03-13,62.841,93.231
2015-03-16,70.806,211.644
2015-03-17,97.176,143.853
2015-03-18,119.376,121.441
2015-03-19,93.742,216.081
2015-03-20,69.222,366.193
2015-03-23,98.814,195.821
2015-03-24,79.331,244.074
2015-03-25,44.407,160.956
2015-03-26,94.76,167.74
2015-03-27,91.004,188.594
2015-03-30,111.53,394.897
2015-03-31,131.854,154.566
2015-04-01,72.04,190.795
2015-04-02,81.4,401.848
2015-04-06,83.123,436.239
2015-04-07,84.224,263.319
2015-04-08,163.129,184.494
2015-04-09,113.454,330.265
2015-04-10,152.492,879.509
2015-04-13,115.389,242.824
2015-04-14,146.149,143.471
2015-04-15,124.899,169.695
2015-04-16,78.124,253.08
2015-04-17,122.432,139.187
2015-04-20,74.395,124.593
2015-04-22,69.255,146.163
2015-04-23,170.775,100.277
2015-04-24,67.248,254.391
2015-04-27,126.476,335.739
2015-04-28,124.369,142.922
2015-04-29,116.276,135.413
2015-04-30,109.707,212.089
2015-05-04,198.376,379.665
2015-05-05,64.54,272.406
2015-05-06,101.563,144.605
2015-05-07,122.801,204.167
2015-05-08,85.808,86.072
2015-05-11,157.353,164.27
2015-05-12,115.14,46.436
2015-05-13,143.067,185.386
2015-05-14,166.508,77.105
2015-05-15,96.321,169.153
2015-05-18,175.566,225.707
2015-05-19,70.905,98.515
2015-05-20,74.403,369.5
2015-05-21,172.008,156.272
2015-05-22,91.04,112.64
2015-05-25,86.075,159.294
2015-05-26,84.977,107.424
2015-05-27,82.453,157.22
2015-05-28,167.553,51.499
2015-05-29,260.681,188.875
2015-06-01,117.114,111.739
2015-06-02,128.849,165.93
2015-06-03,102.204,76.778
2015-06-05,75.638,95.721
2015-06-08,101.624,175.238
2015-06-09,52.727,89.852
2015-06-10,83.026,94.533
2015-06-11,88.409,78.06
2015-06-12,146.058,619.628
2015-06-15,89.191,177.661
2015-06-16,64.138,100.261
2015-06-17,78.219,125.963
2015-06-18,73.835,101.009
2015-06-19,86.505,153.443
2015-06-22,96.015,154.569
2015-06-23,77.452,155.947
2015-06-24,285.032,331.313
2015-06-25,121.661,181.876
2015-06-26,292.302,296.075
2015-06-29,71.744,110.264
2015-06-30,143.94,165.387
2015-07-01,106.238,312.059
2015-07-02,66.183,171.864
2015-07-03,382.845,363.277
2015-07-06,59.705,120.535
2015-07-07,60.951,154.378
2015-07-08,194.312,149.191
2015-07-09,41.658,23.874
2015-07-10,114.659,141.705
2015-07-13,86.576,123.131
2015-07-14,133.74,293.958
2015-07-15,42.906,71.609
2015-07-16,77.599,81.054
2015-07-17,550.218,565.965
2015-07-20,209.748,109.411
2015-07-21,58.161,216.411
2015-07-22,88.515,222.264
2015-07-23,87.131,121.413
2015-07-24,99.362,147.881
2015-07-27,123.865,217.826
2015-07-28,108.021,156.562
2015-07-29,80.943,98.482
2015-07-30,73.821,112.521
2015-07-31,109.794,158.809
2015-08-03,161.196,199.526
2015-08-04,172.995,126.822
2015-08-05,43.891,77.169
2015-08-06,110.467,170.799
2015-08-07,114.431,136.11
2015-08-10,73.589,313.738
2015-08-11,192.663,175.594
2015-08-12,80.415,112.334
2015-08-13,205.12,38.86
2015-08-14,98.119,121.843
2015-08-17,143.345,188.427
2015-08-18,114.57,152.863
2015-08-19,143.233,89.426
2015-08-20,98.881,151.875
2015-08-21,116.67,88.281
2015-08-24,236.902,200.516
2015-08-25,205.476,165.039
2015-08-26,112.838,177.179
2015-08-27,200.551,215.395
2015-08-28,184.921,260.274
2015-08-31,232.541,257.309
2015-09-01,262.396,128.068
2015-09-02,134.387,155.321
2015-09-03,106.845,282.104
2015-09-04,63.616,134.48
2015-09-08,55.026,288.211
2015-09-09,51.403,468.156
2015-09-10,126.041,127.29
2015-09-11,68.842,159.362
2015-09-14,90.45,123.533
2015-09-15,43.241,89.154
2015-09-16,82.944,200.679
2015-09-17,123.415,103.329
2015-09-18,56.77,98.456
2015-09-21,48.236,196.021
2015-09-22,56.665,149.86
2015-09-23,80.123,105.229
2015-09-24,69.612,132.164
2015-09-25,142.394,220.319
2015-09-28,47.944,133.279
2015-09-29,58.362,88.295
2015-09-30,81.12,199.894
2015-10-01,35.775,309.573
2015-10-02,75.588,217.752
2015-10-05,84.907,270.402
2015-10-06,71.737,80.587
2015-10-07,44.095,96.634
2015-10-08,105.127,220.59
2015-10-09,76.243,179.128
2015-10-13,113.487,149.891
2015-10-14,49.093,84.081
2015-10-15,123.753,146.689
2015-10-16,89.427,117.558
2015-10-19,64.544,124.483
2015-10-20,46.282,117.744
2015-10-21,51.017,52.368
2015-10-22,131.599,73.043
2015-10-23,53.368,228.976
2015-10-26,100.636,128.357
2015-10-27,71.665,132.585
2015-10-28,50.524,72.953
2015-10-29,78.162,100.46
2015-10-30,162.984,83.509
2015-11-03,245.304,206.789
2015-11-04,79.732,132.754
2015-11-05,73.805,162.003
2015-11-06,65.996,47.761
2015-11-09,71.524,121.656
2015-11-10,85.279,134.265
2015-11-11,102.88,87.314
2015-11-12,61.621,55.461
2015-11-13,65.938,68.786
2015-11-16,47.888,227.213
2015-11-17,33.56,62.314
2015-11-18,21.97,48.117
2015-11-19,81.845,85.83
2015-11-20,15.585,22.552
2015-11-23,59.314,126.954
2015-11-24,29.945,86.237
2015-11-25,119.18,54.789
2015-11-26,33.621,64.212
2015-11-27,102.45,60.197
2015-11-30,111.472,162.554
2015-12-01,86.127,104.998
2015-12-02,45.932,199.702
2015-12-03,49.621,74.652
2015-12-04,150.014,131.005
2015-12-07,81.935,136.937
2015-12-08,101.631,54.634
2015-12-09,77.746,80.221
2015-12-10,118.179,61.084
2015-12-11,76.18,73.085
2015-12-14,59.389,125.87
2015-12-15,50.382,90.254
2015-12-16,44.683,107.264
2015-12-17,32.816,92.458
2015-12-18,78.988,116.347
2015-12-21,56.669,235.668
2015-12-22,53.01,124.83
2015-12-23,62.331,88.777
2015-12-24,27.762,32.588
2015-12-28,42.119,906.576
2015-12-29,106.781,69.885
2015-12-30,104.097,497.542
2015-12-31,13.309,155.69
2016-01-04,137.966,824.033
2016-01-05,206.076,384.395
2016-01-06,107.461,364.197
2016-01-07,200.378,261.967
2016-01-08,150.168,208.524
2016-01-11,77.788,285.004
2016-01-12,132.632,147.205
2016-01-13,149.06,116.855
2016-01-14,236.617,108.106
2016-01-15,261.222,136.611
